fontecontato,ranking,score,idusuarioinclusao,idinterno,tipopessoa,cnpjcpf
Ações de Marketing (Feira),0,,1328,900615,Jurídica,01235317000170
Ações de Marketing (Feira),0,,1328,901335,Jurídica,01549759000190
Ações de Marketing (Internet/Site),5,,1328,1185807,Jurídica,08328905000105
ECONODATA,0,,1752,1651614,Jurídica,34316574000195
ECONODATA,0,,1752,1629300,Jurídica,17450626000100
ERP,1,1.0,1187,845433,Jurídica,27886479000161
ERP,0,,1187,1610517,Jurídica,06373225000170
ERP,1,1.0,1187,921896,Jurídica,75876979000165
ECONODATA,0,,1752,1603613,Jurídica,07427046000130
Ações de Marketing (Anuncios),2,,1242,1546196,Jurídica,35966699000123
ERP,5,,1187,1292801,Jurídica,09199809000169
ERP,1,1.0,1187,841728,Jurídica,72162779000152
ERP,0,,1187,843429,Jurídica,06276904000120
ECONODATA,0,,1752,1534752,Jurídica,13763153000132
Indicação,0,,1328,1272026,Jurídica,18453394000107
ERP,1,1.0,1187,841593,Jurídica,90097791000102
ECONODATA,0,,1752,1643311,Jurídica,14023046000130
ECONODATA,0,,1752,1643357,Jurídica,26671146000152
ECONODATA,0,,1752,1643318,Jurídica,16803613000105
Prospecção Ativa- Vendas Internas,0,,3002,3251422,Jurídica,18960247000115
ERP,0,,1187,842940,Jurídica,57005563000190
Indicação,0,,1328,914468,Jurídica,00391621000143
ECONODATA,0,,1752,1629532,Jurídica,78513108000175
ERP,0,,1187,842093,Jurídica,62840657000114
Ações de Marketing (Feira),0,,1328,913924,Jurídica,01008482000199
ERP,0,,1187,842480,Jurídica,09321073000150
ERP,1,1.0,1187,844966,Jurídica,07302948000140
ERP,1,1.0,1187,844596,Jurídica,05751690000134
ECONODATA,0,,1752,1646728,Jurídica,22712771000144
Indicação,0,,1718,2652638,Jurídica,02821232000136
ERP,1,1.0,1187,843877,Jurídica,10580480000160
ERP,1,1.0,1187,1643106,Jurídica,26473425000101
Indicação,0,,1328,1272001,Jurídica,19164523000100
ERP,1,1.0,1187,841959,Jurídica,60476884000187
ERP,1,1.0,1187,843584,Jurídica,03337208000199
Indicação,0,,1328,1805160,Jurídica,27483449000104
Indicação,0,,1328,1261427,Jurídica,08928168000173
ECONODATA,0,,1752,1601129,Jurídica,02187033000118
ERP,0,,1187,844650,Jurídica,43730910000132
ERP,0,,1187,842710,Jurídica,08035471000147
ERP,1,1.0,1187,841877,Jurídica,03635958000147
Indicação,0,,1718,1550494,Jurídica,78619244000144
ERP,1,1.0,1187,845251,Jurídica,79286225000106
Ações de Marketing (Anuncios),0,,1328,1647560,Jurídica,07834794000138
ERP,1,1.0,1187,843328,Jurídica,89738173000115
Indicação,0,,1328,915921,Jurídica,18482288000143
Indicação,0,,1328,914600,Jurídica,52618139002221
ERP,1,1.0,1187,844919,Jurídica,13107569000100
Indicação,0,,1328,921829,Jurídica,84849009000161
ERP,1,1.0,1187,843853,Jurídica,03828780000150
ERP,0,,1187,843198,Jurídica,64080021000147
ERP,0,,1187,841468,Jurídica,55270888000174
Ações de Marketing (Feira),0,,1328,912643,Jurídica,11301574000116
ERP,1,1.0,1187,844203,Jurídica,92820430000178
Ações de Marketing (Feira),0,,1216,1402931,Jurídica,02344640000144
ERP,0,,1187,845088,Jurídica,02481644000174
ERP,1,1.0,1187,1310301,Jurídica,05111060000103
ERP,1,1.0,1187,844127,Jurídica,17632369000110
ERP,2,1.0,1187,842947,Jurídica,83238832000178
ERP,5,,1187,844877,Jurídica,12645814000162
ERP,1,1.0,1187,1269783,Jurídica,86775343000143
ECONODATA,0,,1752,1545933,Jurídica,07422951000106
ERP,1,1.0,1187,844807,Jurídica,07191956000167
ERP,1,1.0,1187,842600,Jurídica,10554919000180
Ações de Marketing (Feira),0,,1718,1466892,Jurídica,10317974000157
ERP,1,1.0,1187,843140,Jurídica,10528220000146
ECONODATA,0,,1752,1651591,Jurídica,12430616000181
ECONODATA,0,,1752,1646783,Jurídica,10996872000105
Ações de Marketing (Feira),0,,1328,900669,Jurídica,05211671000115
Ações de Marketing (Internet/Site),0,,1328,1184878,Jurídica,07731625000172
Indicação,0,,1328,1278359,Jurídica,11930292000188
Ações de Marketing (Feira),0,,1328,900888,Jurídica,13709141000120
ECONODATA,0,,1752,1603484,Jurídica,22030403000116
ERP,1,1.0,1187,843427,Jurídica,10481043000190
ERP,1,1.0,1187,842962,Jurídica,11680908000100
ECONODATA,0,,1752,1601211,Jurídica,46027959000111
ECONODATA,0,,1752,1629312,Jurídica,27338211000195
ERP,0,,1187,842918,Jurídica,08015853000109
ERP,0,,1187,842427,Jurídica,60891108000143
ERP,0,,1187,842411,Jurídica,69188027000156
Ações de Marketing (Feira),0,,1718,1430510,Jurídica,05847482000133
ECONODATA,0,,1752,1524717,Jurídica,69052264000195
ERP,0,,1187,843497,Jurídica,02803904000180
Ações de Marketing (Feira),0,,1718,1462134,Jurídica,21896140000160
ERP,1,1.0,1187,844909,Jurídica,04435655000143
Ações de Marketing (Feira),0,,1328,912769,Jurídica,27042066000109
ERP,0,,1187,841511,Jurídica,04566182000113
ERP,0,,1187,844384,Jurídica,75339051000141
ERP,1,1.0,1187,843741,Jurídica,01836843000276
ECONODATA,0,,1752,1534748,Jurídica,12266325000108
Indicação,0,,1328,917296,Jurídica,05637284000145
Ligação / Visita Receptiva/ Cliente Contatou,0,,1355,1936863,Jurídica,02197891000305
Indicação,0,,1328,1292712,Jurídica,28818127000131
ERP,1,1.0,1187,842027,Jurídica,01707980000120
ECONODATA,0,,1752,1545887,Jurídica,09320154000135
ERP,0,,1187,1408793,Jurídica,02573677000144
Ações de Marketing (Internet/Site),5,,1242,1744524,Jurídica,75274316000847
Ações de Marketing (Feira),0,,1328,912531,Jurídica,80142250000103
ERP,1,1.0,1187,844732,Jurídica,01441162000128
Indicação,0,,1223,1653635,Jurídica,31749966000150
Ações de Marketing (Internet/Site),0,,1241,1659720,Jurídica,19290323000195
ECONODATA,0,,1752,1651612,Jurídica,33304679000161
ERP,0,,1187,842535,Jurídica,57507204000130
ERP,0,,1187,842760,Jurídica,66081894000108
Indicação,0,,1328,915519,Jurídica,06887530000180
Ações de Marketing (Feira),0,,1188,1404170,Jurídica,17757696000106
ERP,1,1.0,1187,1643669,Jurídica,04290323000118
Ações de Marketing (Feira),0,,1328,912211,Jurídica,10733183000108
Ações de Marketing (Internet/Site),0,,1328,946298,Jurídica,81782872000150
Indicação,0,,1328,1228618,Jurídica,62848577000105
ERP,0,,1187,843076,Jurídica,53630901000123
Ações de Marketing (Feira),0,,1216,1404403,Jurídica,29169758000130
ECONODATA,0,,1752,1524655,Jurídica,21947687000147
ECONODATA,0,,1752,1524629,Jurídica,12536179000185
Ações de Marketing (Internet/Site),0,,1328,1186133,Jurídica,05511461000142
Ações de Marketing (Feira),0,,1216,1405516,Jurídica,62099379000196
Ações de Marketing (Feira),5,,1718,1429077,Jurídica,25264826000199
Indicação,0,,1331,1621213,Jurídica,
Indicação,0,,1328,1258862,Jurídica,00165042000182
ECONODATA,0,,1752,1646754,Jurídica,28553269000114
ERP,0,,1187,842716,Jurídica,02495584000149
Prospecção Ativa- Vendas Internas,0,,1331,1312561,Jurídica,39416741000193
Ações de Marketing (Feira),0,,1216,1405511,Jurídica,05780001000110
ERP,1,1.0,1187,843395,Jurídica,44106466000141
ERP,1,1.0,1187,843353,Jurídica,06867276000158
ECONODATA,0,,1752,1524569,Jurídica,03069003000170
ERP,0,,1187,845071,Jurídica,06059719000184
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1424615,Jurídica,07740586000170
ERP,0,,1187,841866,Jurídica,02748485000121
ECONODATA,0,,1752,1534753,Jurídica,14811611000124
ERP,0,,1187,844688,Jurídica,13394800000186
ERP,1,1.0,1187,841424,Jurídica,44630044000170
ERP,0,,1187,844772,Jurídica,01524606000199
ERP,1,1.0,1187,844562,Jurídica,18210847000166
ERP,1,1.0,1187,841345,Jurídica,00219555000129
ECONODATA,0,,1752,1629481,Jurídica,10969089000152
Indicação,0,,1331,1625259,Jurídica,25321053000135
Ações de Marketing (Feira),0,,1328,901402,Jurídica,01875588000190
Indicação,0,,1328,1278352,Jurídica,73770273000199
ECONODATA,0,,1752,1617610,Jurídica,03006886000179
Indicação,0,,1328,1271733,Jurídica,27962019000175
ECONODATA,0,,1752,1534885,Jurídica,09213734000123
ECONODATA,0,,1752,1617631,Jurídica,16417837000170
ECONODATA,0,,1752,1643315,Jurídica,16620738000191
ECONODATA,0,,1752,1629464,Jurídica,10227360000184
ECONODATA,0,,1752,1656633,Jurídica,34081359000152
ECONODATA,0,,1752,1629528,Jurídica,33680181000101
ECONODATA,0,,1752,1629449,Jurídica,08588850000164
ECONODATA,0,,1752,1643312,Jurídica,15259929000107
ECONODATA,0,,1752,1643345,Jurídica,23323609000105
ERP,0,,1187,845618,Jurídica,01141767000101
ECONODATA,0,,1752,1545818,Jurídica,13471276000108
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1219317,Jurídica,07799220000176
ECONODATA,0,,1752,1646763,Jurídica,30969247000181
ERP,0,,1187,841328,Jurídica,64506777000105
ECONODATA,0,,1752,1617608,Jurídica,02510818000180
ERP,1,1.0,1187,843151,Jurídica,11699043000123
ERP,1,1.0,1187,844689,Jurídica,20430136000149
ERP,1,1.0,1187,844068,Jurídica,04219381000155
ERP,1,1.0,1187,845481,Jurídica,24408076000119
ERP,1,1.0,1187,845097,Jurídica,79142139000120
ERP,1,1.0,1187,844123,Jurídica,18136050000166
ERP,1,1.0,1187,843440,Jurídica,09371268000104
ECONODATA,0,,1752,1524695,Jurídica,57597379000186
ERP,1,1.0,1187,843046,Jurídica,11903854000102
ERP,1,1.0,1187,842779,Jurídica,00575049000172
ERP,0,,1187,842974,Jurídica,09078465000130
Ligação / Visita Receptiva/ Cliente Contatou,0,,1216,1447509,Jurídica,03441906000130
Ligação / Visita Receptiva/ Cliente Contatou,0,,1216,1464554,Jurídica,
Ligação / Visita Receptiva/ Cliente Contatou,0,,1216,1548319,Jurídica,17883566000101
Ligação / Visita Receptiva/ Cliente Contatou,0,,1216,1548312,Física,
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1411265,Jurídica,03940850000168
ERP,0,,1187,841361,Jurídica,44387629000101
ERP,0,,1187,844239,Jurídica,03889440000130
ERP,1,1.0,1187,843331,Jurídica,12979176000116
ECONODATA,0,,1752,1617576,Jurídica,
ECONODATA,0,,1186,1524119,Jurídica,03021164000193
Indicação,0,,1328,930350,Jurídica,05037832000104
ERP,1,1.0,1187,845137,Jurídica,02370913000125
Indicação,0,,1328,915084,Jurídica,23149827000167
ERP,1,1.0,1187,842287,Jurídica,05879019000173
Indicação,0,,1328,923140,Jurídica,73508202000112
ERP,1,1.0,1187,841224,Jurídica,89464671000117
ERP,1,1.0,1187,845087,Jurídica,24538502000139
ERP,1,1.0,1187,845420,Jurídica,18496990000166
Ações de Marketing (Internet/Site),0,,1328,1398207,Jurídica,94331519000104
Indicação,0,,1328,915450,Jurídica,22342294000172
Indicação,0,,1328,914556,Jurídica,11028376000120
Indicação,0,,1328,929029,Jurídica,20026097000119
ERP,1,1.0,1187,844921,Jurídica,94339553000117
ERP,1,1.0,1187,845470,Jurídica,21198321000112
ERP,1,1.0,1187,1341970,Jurídica,32929281000158
ERP,1,1.0,1187,844308,Jurídica,09104006000183
Indicação,0,,1328,914788,Jurídica,93489482000176
ERP,0,,1187,845609,Jurídica,04586600000134
Indicação,0,,1328,1261608,Jurídica,89342034000178
Indicação,0,,1328,923184,Jurídica,93261196000159
Indicação,0,,1328,915386,Jurídica,13513037000165
Ações de Marketing (Internet/Site),5,,1328,1186519,Jurídica,02325511000109
ERP,1,1.0,1187,843379,Jurídica,08753695000194
ERP,1,1.0,1187,844865,Jurídica,09023413000166
Ligação / Visita Receptiva/ Cliente Contatou,5,,1242,1423934,Jurídica,03999931000133
ERP,1,1.0,1187,1812972,Jurídica,22556408000187
ERP,2,1.0,1187,841470,Jurídica,93108199000157
Indicação,0,,1328,933326,Jurídica,11066434000100
Ligação / Visita Receptiva/ Cliente Contatou,0,,1344,1528837,Jurídica,06114459000100
ERP,1,1.0,1187,1187757,Jurídica,15568388000107
Ligação / Visita Receptiva/ Cliente Contatou,5,,1240,860349,Jurídica,04235831000101
ERP,1,1.0,1187,843739,Jurídica,02254796000134
Ações de Marketing (Internet/Site),0,,1328,1185867,Jurídica,01996332000130
ERP,1,1.0,1187,841344,Jurídica,04800044000157
ERP,1,1.0,1187,841566,Jurídica,91242701000192
Indicação,0,,1328,922472,Jurídica,04741986000101
ERP,1,1.0,1187,844258,Jurídica,88628805000125
Indicação,0,,1328,928513,Jurídica,94041407000100
ERP,1,1.0,1187,844409,Jurídica,05585375000184
Indicação,0,,1328,914772,Jurídica,05977501000146
ERP,1,1.0,1187,842207,Jurídica,08297116000146
ERP,1,1.0,1187,843085,Jurídica,11518951000173
Indicação,0,,1328,914628,Jurídica,88618632000164
ERP,1,1.0,1187,844164,Jurídica,07773116000102
ERP,1,1.0,1187,843790,Jurídica,07407100000186
Indicação,0,,1328,914558,Jurídica,07140316000128
Ações de Marketing (Internet/Site),2,,1328,1189091,Jurídica,17509032000110
Ações de Marketing (Feira),0,,1328,914097,Jurídica,10661568000107
ERP,1,1.0,1187,843418,Jurídica,93929784000118
Ações de Marketing (Feira),5,,1328,901070,Jurídica,62154521000150
ERP,1,1.0,1187,844791,Jurídica,13188150000112
ECONODATA,0,,1752,1534661,Jurídica,55591507000159
ERP,0,,1187,842369,Jurídica,51980183000190
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,1465891,Jurídica,16697327000102
ERP,1,1.0,1187,844095,Jurídica,07268223000183
ECONODATA,0,,1752,1603640,Jurídica,15020359000106
ECONODATA,0,,1752,1603636,Jurídica,13154918000137
ERP,1,1.0,1187,1872760,Jurídica,33450494000165
Indicação,0,,1328,1316297,Jurídica,03362276000108
ECONODATA,0,,1752,1617629,Jurídica,10756691000101
ECONODATA,0,,1752,1656741,Jurídica,23842697000143
ECONODATA,0,,1752,1534630,Jurídica,13341486000173
ECONODATA,0,,1752,1534744,Jurídica,10720616000190
ECONODATA,0,,1752,1524627,Jurídica,12450220000104
ERP,1,1.0,1187,845372,Jurídica,73445454000301
ERP,0,,1187,844473,Jurídica,02147467000356
ECONODATA,0,,1752,1601206,Jurídica,18635038000104
ERP,0,,1187,841490,Jurídica,73080954000125
Ligação / Visita Receptiva/ Cliente Contatou,0,,1289,1316167,Jurídica,45180361000103
Indicação,0,,1328,917725,Jurídica,08182900000109
ERP,1,1.0,1187,841941,Jurídica,78855186000158
ERP,1,1.0,1187,844617,Jurídica,07442711000165
ERP,1,1.0,1187,841805,Jurídica,92259209000192
ERP,1,1.0,1187,844451,Jurídica,10433622000167
Ações de Marketing (Feira),0,,1350,1406122,Jurídica,18426720000189
ERP,1,1.0,1187,844412,Jurídica,60554219000164
ERP,0,,1187,843452,Jurídica,00516156000120
ECONODATA,0,,1752,1601194,Jurídica,14456439000138
Indicação,0,,1328,1231929,Jurídica,85777555000105
ERP,1,1.0,1187,841251,Jurídica,58356742000134
Ações de Marketing (Internet/Site),0,,1355,1958673,Jurídica,82256983000196
ECONODATA,0,,1752,1652298,Jurídica,32160323000139
ERP,1,1.0,1187,843529,Jurídica,13223518000136
ERP,5,,1187,843807,Jurídica,93244861000104
ECONODATA,0,,1752,1646781,Jurídica,09576905000189
Ações de Marketing (Internet/Site),0,,1355,1958687,Jurídica,05684574000140
ECONODATA,0,,1752,1646794,Jurídica,22155125000123
ERP,1,1.0,1187,842318,Jurídica,90342692000149
ECONODATA,0,,1752,1545891,Jurídica,14591627000179
Ações de Marketing (Feira),0,,1328,913949,Jurídica,02821431000144
ERP,1,1.0,1187,843619,Jurídica,03532979000137
ERP,1,1.0,1187,841759,Jurídica,43408590000107
Indicação,0,,1328,1625017,Jurídica,06905926000102
ERP,0,,1187,843542,Jurídica,14310474000144
Ações de Marketing (Internet/Site),0,,1328,1194853,Jurídica,02616566000178
ERP,1,1.0,1187,844750,Jurídica,11135881000174
Ações de Marketing (Internet/Site),0,,1328,953307,Jurídica,10336693000141
ECONODATA,0,,1752,1603500,Jurídica,10510707000100
ERP,1,1.0,1187,1977768,Jurídica,21498383000140
ERP,1,1.0,1187,842011,Jurídica,01886356000137
ERP,1,1.0,1187,1977875,Jurídica,10921911000709
ERP,1,1.0,1187,842288,Jurídica,87932307000109
ECONODATA,0,,1752,1603479,Jurídica,11872571000132
ECONODATA,0,,1186,1524148,Jurídica,13151134000155
Ações de Marketing (Feira),2,,1718,1432242,Jurídica,84943067000664
Indicação,0,,1718,1525587,Jurídica,02103027000135
Indicação,0,,1331,1609051,Jurídica,
Ações de Marketing (Feira),0,,1328,906663,Jurídica,01225953000110
Ações de Marketing (Anuncios),0,,3002,3447239,Jurídica,33263705000150
Ações de Marketing (Internet/Site),0,,1328,946372,Jurídica,82178229000185
Representantes,1,1.0,1187,843309,Jurídica,00857758000736
ERP,2,,1187,841705,Jurídica,04928324000145
Ações de Marketing (Feira),0,,1331,1543277,Física,
ERP,1,1.0,1187,842371,Jurídica,00625094000194
ERP,0,,1187,843341,Jurídica,10785767000127
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1260501,Jurídica,08775626000181
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1338879,Jurídica,12319394000124
Ações de Marketing (Feira),0,,1718,1433503,Jurídica,07465885000143
ERP,0,,1187,1294115,Jurídica,14990867000146
ERP,1,1.0,1187,843638,Jurídica,14576163000121
ERP,1,1.0,1187,1991427,Jurídica,07300335000174
ERP,0,,1187,843336,Jurídica,64649445000180
Ações de Marketing (Feira),0,,1718,1485250,Jurídica,20516719000197
Indicação,5,,1223,1424899,Jurídica,33103229000100
ERP,1,1.0,1187,845617,Jurídica,26702540000100
Indicação,0,,1328,1311048,Jurídica,91215046000183
ECONODATA,0,,1752,1629267,Jurídica,07335154000183
ERP,1,1.0,1187,842352,Jurídica,01472248000118
ERP,1,1.0,1187,841163,Jurídica,07175725001050
ERP,1,1.0,1187,842987,Jurídica,08871794000170
Indicação,0,,1331,1999130,Jurídica,20296102000103
ERP,1,1.0,1187,841649,Jurídica,87546636000111
ERP,2,1.0,1187,843791,Jurídica,15700170000156
Indicação,0,7.0,1328,914563,Jurídica,93566008000109
ERP,1,1.0,1187,845554,Jurídica,08634167000116
ERP,1,1.0,1187,843999,Jurídica,04564169000125
ERP,0,,1187,843597,Jurídica,07253766000127
ERP,0,,1187,842744,Jurídica,01620465000108
ERP,0,,1187,841754,Jurídica,60864667000164
ERP,0,,1187,841545,Jurídica,01293173000108
ECONODATA,0,,1752,1534610,Jurídica,08836670000154
ERP,1,1.0,1187,1993605,Jurídica,73217028000159
ECONODATA,0,,1186,1524150,Jurídica,13897189000109
Indicação,0,,1328,1496305,Jurídica,72443971000117
ERP,1,1.0,1187,1958011,Jurídica,11043737000108
ERP,1,1.0,1187,1885324,Jurídica,80550452000186
ERP,1,1.0,1187,844102,Jurídica,17758180000178
ERP,0,,1187,841843,Jurídica,06079568000126
ECONODATA,0,,1225,899324,Jurídica,87605374000119
ERP,1,1.0,1187,1447084,Jurídica,16638139000103
ECONODATA,0,,1752,1646720,Jurídica,11020700000164
ECONODATA,0,,1752,1652281,Jurídica,02659083000150
ERP,1,1.0,1187,1413063,Jurídica,18785987000162
ERP,1,1.0,1331,1896720,Jurídica,20154891000148
ERP,2,1.0,1187,1812365,Jurídica,35237802000102
Indicação,0,,1328,1615341,Jurídica,34858672000154
Indicação,5,,1223,1659354,Jurídica,10792876000171
ECONODATA,0,,1186,1524125,Jurídica,04705784000104
ERP,1,1.0,1187,843459,Jurídica,93470268000178
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1413146,Jurídica,09139473000149
ERP,1,1.0,1187,844663,Jurídica,00077074000126
ERP,1,1.0,1187,1604272,Jurídica,55088157001001
ERP,1,1.0,1187,845234,Jurídica,84228105000192
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1542397,Jurídica,15524734000147
ERP,1,1.0,1187,845526,Jurídica,11089498000127
Indicação,0,,1328,1278272,Jurídica,20593185000100
ERP,1,1.0,1187,844671,Jurídica,81604803000157
ERP,1,1.0,1187,841692,Jurídica,33611500007555
ECONODATA,0,,1752,1643280,Jurídica,09154315000168
ECONODATA,0,,1752,1665174,Física,32505055000140
Ações de Marketing (Internet/Site),0,,1328,1194303,Jurídica,84684455000163
Ligação / Visita Receptiva/ Cliente Contatou,5,,1355,1804732,Jurídica,09623751000139
Indicação,0,,1241,1939770,Jurídica,02807845000119
ERP,1,1.0,1187,844824,Jurídica,02517127000108
ERP,1,1.0,1187,844385,Jurídica,94316999000126
ERP,1,1.0,1241,2039410,Jurídica,03566509000194
Indicação,0,,1241,1993072,Física,31882395808
ERP,1,1.0,1187,843486,Jurídica,01402992000146
Indicação,0,,1328,1271189,Jurídica,12023413000170
ERP,1,1.0,1187,843670,Jurídica,82612888000188
ERP,1,1.0,1241,2021994,Jurídica,65447922000197
Indicação,0,,1328,918706,Jurídica,03788370000123
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,1953693,Jurídica,24981829000180
ERP,0,,1187,857763,Jurídica,05521669000142
ERP,1,1.0,1187,844463,Jurídica,05825524000135
ERP,1,1.0,1242,1960857,Jurídica,79660288000180
ECONODATA,0,,2795,2079165,Jurídica,05580401000181
ERP,1,1.0,1187,844248,Jurídica,12999196000159
ERP,1,1.0,1187,844104,Jurídica,91494443000131
ERP,1,1.0,1226,1961918,Jurídica,20696762000181
ECONODATA,0,,1752,1603639,Jurídica,14151775000172
ERP,1,1.0,1187,842564,Jurídica,09666428000142
ERP,1,1.0,1187,841194,Jurídica,07799746000156
ERP,0,,1187,842467,Jurídica,04897539000146
ERP,1,1.0,1187,843684,Jurídica,15271659000150
ERP,1,1.0,1187,844091,Jurídica,07391930000162
