fontecontato,ranking,score,idusuarioinclusao,idinterno,tipopessoa,cnpjcpf
ECONODATA,0,,1241,2759134,Jurídica,97535452000100
Representantes,0,,1223,2845571,Jurídica,39467829000134
ECONODATA,0,,1752,1646749,Jurídica,28125467000187
ERP,1,1.0,1187,843822,Jurídica,04504756000129
ERP,1,1.0,1187,844286,Jurídica,08361991000140
ERP,1,1.0,1187,845401,Jurídica,82749987000106
Prospecção Ativa- Vendas Internas,0,,3002,2685373,Jurídica,07019231000358
ERP,1,1.0,1187,844149,Jurídica,88610126000129
ERP,5,,1187,843788,Jurídica,08542795000171
ERP,1,1.0,1187,843706,Jurídica,92253095000173
ECONODATA,0,,1752,2606516,Jurídica,13552588000138
ECONODATA,0,,1856,2744453,Jurídica,36342816000140
ERP,1,1.0,1187,2284382,Jurídica,13435251000140
Indicação,0,,2912,2298593,Jurídica,00025160001086
ERP,1,1.0,1187,842842,Jurídica,09459012000153
ERP,1,1.0,1187,844698,Jurídica,77529584000111
ECONODATA,0,,3761,2815016,Jurídica,00956171000199
ERP,1,1.0,1187,845038,Jurídica,12481802000220
Indicação,0,,2912,2090272,Filial,72947385000100
ECONODATA,0,,1752,1629244,Jurídica,03028007000100
Indicação,0,,1350,2572818,Jurídica,32821373000110
Representantes,0,,3515,2887688,Jurídica,40807222000135
ERP,1,1.0,1187,845363,Jurídica,03606226000129
ERP,1,1.0,1187,841145,Jurídica,04852528000220
Ligação / Visita Receptiva/ Cliente Contatou,0,,1216,2527793,Jurídica,51832889000457
Indicação,0,,1241,2427737,Jurídica,60831104000331
ERP,1,1.0,3002,2850453,Jurídica,34676622000156
Ações de Marketing (Internet/Site),0,,1225,1432732,Jurídica,08570957000185
ERP,1,1.0,1187,2881677,Jurídica,68136027000301
Indicação,0,,2912,2182154,Jurídica,36582746000106
Indicação,0,,1216,2892188,Jurídica,03783850000797
Indicação,0,,1216,2892219,Jurídica,03783850000606
Indicação,5,,1216,2892233,Jurídica,03783850000363
ERP,1,1.0,1242,2190332,Jurídica,31621781000165
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,2832058,Jurídica,12318687000197
ECONODATA,0,,1752,1652223,Jurídica,01204666000124
ECONODATA,0,,1752,2606746,Jurídica,38480397000139
Ações de Marketing (RD Station),0,,1189,2813079,Física,
ECONODATA,0,,1752,1601158,Jurídica,07015520000117
Prospecção Ativa- Vendas Internas,0,,3002,2753285,Jurídica,77890200000191
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,2679952,Jurídica,42039722000108
Indicação,0,,1328,915903,Jurídica,82319146000169
Indicação,0,,1328,2777074,Jurídica,
Indicação,0,,1328,1968427,Jurídica,
Ligação / Visita Receptiva/ Cliente Contatou,0,,1216,1884743,Filial,07324558000171
Indicação,0,,1856,2560261,Jurídica,20841280000178
ERP,1,1.0,1187,2901236,Jurídica,11990851000145
ERP,1,1.0,1187,2895831,Jurídica,09431827000124
ERP,1,1.0,1187,2878996,Jurídica,08012748000116
Indicação,0,,1328,2222022,Jurídica,
ERP,1,1.0,1187,2903045,Jurídica,01498495000193
ERP,1,1.0,1187,2904296,Jurídica,26756873000112
ERP,1,1.0,1187,2911032,Jurídica,07467329000106
Indicação,0,,3644,2910721,Jurídica,21265369000104
ERP,1,1.0,1187,844782,Jurídica,17659216000166
Ligação / Visita Receptiva/ Cliente Contatou,0,,1216,2921506,Jurídica,03783850001840
ERP,1,1.0,1187,2771686,Jurídica,00582100000173
ERP,1,1.0,1187,2811790,Jurídica,04609998000187
Indicação,0,,1328,1292737,Jurídica,00890837000153
ERP,1,1.0,1187,2572627,Jurídica,24999950000130
ERP,1,1.0,1187,843237,Jurídica,56433543000157
Indicação,0,,1328,1280535,Jurídica,04073518000106
Indicação,0,,1328,2883679,Jurídica,
Indicação,0,,1226,1463383,Jurídica,82173980000199
Indicação,0,,2795,2701155,Jurídica,17428106000193
ECONODATA,0,,1856,2661198,Jurídica,28418415000107
Representantes,0,,3814,2937864,Jurídica,34930758000140
Indicação,0,,2795,2652643,Jurídica,40747950000107
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,2693768,Jurídica,02745351000157
Indicação,0,,1331,1704368,Jurídica,
ERP,1,1.0,1187,2535819,Jurídica,24804150000116
Indicação,0,,1856,2552156,Jurídica,10833767000
ERP,0,,1187,843121,Jurídica,08347780000152
Prospecção Ativa- Vendas Internas,0,,3002,2904302,Jurídica,08877344000195
Prospecção Ativa- Vendas Internas,0,,3569,2938309,Jurídica,40231379000165
ERP,1,1.0,1187,2922299,Jurídica,05298497000190
ERP,0,,1187,843029,Jurídica,53234274000101
Indicação,0,,1241,2423951,Jurídica,13151407000161
ERP,1,1.0,1187,2165124,Jurídica,26142426000173
ECONODATA,0,,1328,1493191,Jurídica,33253800000173
Prospecção Ativa- Vendas Internas,0,,3002,2670646,Jurídica,93625523000104
ERP,0,,2795,2812418,Jurídica,09208803000100
ERP,1,1.0,1187,843699,Jurídica,03344114000147
ERP,1,1.0,1187,2850448,Jurídica,01110870000186
ERP,1,1.0,1187,842846,Jurídica,61403218000181
ERP,0,,1187,843221,Jurídica,05037151000138
ERP,1,1.0,1187,2017485,Jurídica,32629273000196
ERP,1,1.0,1187,843369,Jurídica,07175725002103
ECONODATA,0,,1856,2196468,Jurídica,18394142000146
Ações de Marketing (Internet/Site),0,,1328,946129,Jurídica,03033392000183
Ações de Marketing (Internet/Site),0,,1527,2406685,Jurídica,81550691000107
ECONODATA,0,,1752,1872716,Jurídica,94970142000125
ERP,1,1.0,1187,841139,Jurídica,00134719000115
Indicação,0,,1328,1260666,Jurídica,00793291000112
Indicação,0,,1856,2185118,Jurídica,18558565000154
ECONODATA,0,,1752,2423042,Jurídica,04765668000180
ERP,1,1.0,1187,843961,Jurídica,07266815000166
ECONODATA,0,,1752,1534944,Jurídica,33898905000180
ECONODATA,0,,1752,1603581,Jurídica,00374406000134
ERP,5,,1187,845536,Jurídica,28359103000161
ECONODATA,0,,1226,2202479,Jurídica,29628816000146
ECONODATA,0,,1752,1643381,Jurídica,05410784000140
Indicação,0,,1328,2541839,Jurídica,
ECONODATA,0,,1752,1628709,Jurídica,11340244000130
Ligação / Visita Receptiva/ Cliente Contatou,0,,2795,2808278,Jurídica,36571897000150
Prospecção Ativa- Vendas Internas,0,,3002,2908843,Jurídica,26407899000155
Prospecção Ativa- Vendas Internas,0,,3937,2944489,Jurídica,14543322000191
ERP,1,1.0,1187,1629364,Jurídica,20720503000149
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,2363097,Jurídica,34791614000150
Indicação,0,,1328,1262085,Jurídica,82780099000156
Ações de Marketing (Internet/Site),0,,3569,2954755,Jurídica,40084699000130
Indicação,0,,1328,2284164,Jurídica,
Ações de Marketing (Feira),0,,1328,912219,Jurídica,22884580000240
ERP,1,1.0,1187,947157,Jurídica,23394963000112
ERP,1,1.0,1187,1262028,Jurídica,10288920000100
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,2632099,Jurídica,18195577000161
ECONODATA,0,,1752,2665084,Jurídica,57375586000196
ERP,1,1.0,1187,1528440,Jurídica,27031166000121
ERP,1,1.0,1187,842497,Jurídica,45175387000155
ECONODATA,0,,1752,1524609,Jurídica,08520659000180
ERP,0,,1187,841542,Jurídica,54125679000174
ERP,1,1.0,1187,845196,Jurídica,10931741000140
ERP,1,1.0,1187,843473,Jurídica,91455527000166
ECONODATA,0,,1752,1656723,Jurídica,17901933000152
ECONODATA,0,,1752,1603584,Jurídica,01594674000124
Ações de Marketing (Anuncios),0,,1355,2733211,Jurídica,08904334000100
ECONODATA,0,,3781,2825376,Jurídica,25332290000100
Ações de Marketing (Internet/Site),0,,1527,2957645,Jurídica,05888024000142
Ligação / Visita Receptiva/ Cliente Contatou,0,,1718,2815004,Jurídica,11198564000105
ECONODATA,0,,1752,1617683,Jurídica,21035489000107
ECONODATA,0,,2795,2535950,Jurídica,39697540000101
ECONODATA,0,,1752,1534652,Jurídica,28081632000146
ECONODATA,0,,1752,1656721,Jurídica,
ECONODATA,0,,1752,1603582,Jurídica,00529087000199
Ações de Marketing (Feira),0,,1328,906400,Jurídica,79938536000102
ERP,1,1.0,1187,841521,Jurídica,01004509000175
Prospecção Ativa- Vendas Internas,0,,3938,2968231,Jurídica,06995025000159
ERP,1,1.0,1187,841551,Jurídica,91766741000133
ECONODATA,0,,1752,1545796,Jurídica,05727195000190
ERP,1,1.0,1187,843303,Jurídica,02024605000148
ECONODATA,0,,1752,1872665,Jurídica,33210596000103
ECONODATA,0,,1752,1601170,Jurídica,09357421000149
ERP,1,1.0,1187,844103,Jurídica,02611998000196
ECONODATA,0,,1752,1945469,Jurídica,56588726000141
ECONODATA,0,,3781,2958506,Jurídica,
ERP,1,1.0,1187,845456,Jurídica,60431715000120
ECONODATA,0,,1752,2536405,Jurídica,37190780000190
ECONODATA,0,,1752,2606730,Jurídica,37481194000102
ERP,1,1.0,1187,845021,Jurídica,19688452000136
Ligação / Visita Receptiva/ Cliente Contatou,0,,1426,1231827,Jurídica,23999549000137
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,2511263,Jurídica,08473312000124
ECONODATA,0,,1752,1646727,Jurídica,21970997000182
ECONODATA,0,,1752,1534602,Jurídica,08083846000144
ERP,1,1.0,1187,842829,Jurídica,09021918000191
ERP,1,1.0,1187,1880511,Jurídica,89432702000158
Indicação,0,,1328,2759916,Jurídica,
ERP,1,1.0,1187,842841,Jurídica,00014933000138
ERP,1,1.0,1187,844383,Jurídica,19331679000120
Ligação / Visita Receptiva/ Cliente Contatou,0,,1328,2934917,Jurídica,35438311000111
Indicação,0,,2912,2090044,Jurídica,59275792000826
Indicação,0,,2912,2299551,Jurídica,23817173000283
ERP,0,,3569,3009516,Jurídica,
ERP,1,1.0,1187,844973,Jurídica,10329834000107
Indicação,0,,3246,2995415,Jurídica,75814079000193
ERP,1,1.0,1187,841323,Jurídica,88665005000184
ERP,1,1.0,1187,841426,Jurídica,02863616000111
ECONODATA,0,,1186,1524175,Jurídica,92780634000122
ECONODATA,0,,1752,1629275,Jurídica,08735704000114
ERP,1,1.0,1187,844398,Jurídica,14970997000117
ERP,1,1.0,1187,843894,Jurídica,10280695000166
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1454929,Jurídica,19543910000149
ECONODATA,0,,1752,2099747,Jurídica,07635334000180
ECONODATA,0,,1752,2606617,Jurídica,26575234000150
Prospecção Ativa- Vendas Internas,0,,3002,2868292,Filial,91693531000243
ECONODATA,0,,1752,2016983,Jurídica,33489869000109
ECONODATA,0,,1328,2649171,Jurídica,
Prospecção Ativa- Vendas Internas,0,,3569,3015583,Jurídica,
ECONODATA,0,,2795,2537013,Jurídica,29979702000140
Ações de Marketing (Feira),0,,1527,1406473,Jurídica,01095864000105
ECONODATA,0,,1856,2714758,Jurídica,26113699000270
Ações de Marketing (RD Station),0,,3781,2888739,Jurídica,41096901000106
ERP,1,1.0,1187,843037,Jurídica,18213835000195
Indicação,0,,3781,2991741,Jurídica,08423448000120
ECONODATA,0,,1752,2606710,Jurídica,35290702000131
ERP,1,1.0,1187,842118,Jurídica,72212855000197
Representantes,0,,1331,3023320,Jurídica,32113072000131
Indicação,0,,1718,2881357,Jurídica,40539720000144
ERP,0,,1187,841925,Jurídica,02547509000184
ECONODATA,0,,1752,1603596,Jurídica,03613625000117
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,947204,Jurídica,73191090000119
ERP,1,1.0,1187,3495969,Jurídica,37097939000126
ECONODATA,0,,1752,1617681,Jurídica,14765294000157
Ações de Marketing (RD Station),0,,1856,2660859,Jurídica,36660016000178
ERP,1,1.0,1187,841520,Jurídica,00422191000180
Ações de Marketing (RD Station),0,,1189,2883606,Física,
ECONODATA,0,,2795,2535860,Jurídica,90088725000176
Prospecção Ativa- Vendas Internas,0,,3002,2748665,Jurídica,07540203000110
ECONODATA,0,,1752,1872704,Jurídica,08326935000174
ECONODATA,0,,1752,2664718,Jurídica,04363338000169
ECONODATA,0,,2795,2539000,Jurídica,94105186000197
Ligação / Visita Receptiva/ Cliente Contatou,0,,1752,2189463,Jurídica,28184862000130
ERP,1,1.0,1187,1190384,Jurídica,07041007000109
ERP,1,1.0,1187,843368,Jurídica,03107858000148
ECONODATA,0,,1752,2536402,Jurídica,36240163000199
Prospecção Ativa- Vendas Internas,0,,3002,2734835,Jurídica,18063998000139
ERP,1,1.0,1187,3002763,Jurídica,01557463000111
ECONODATA,0,,1752,2099771,Jurídica,33450536000168
ERP,1,1.0,1187,845579,Jurídica,28165247000187
Indicação,0,,1328,2828461,Jurídica,
Indicação,0,,1328,2753342,Jurídica,
ERP,1,1.0,1331,2771030,Jurídica,34823982000133
Indicação,0,,1328,1296009,Jurídica,89816128000131
ECONODATA,0,,1752,2016962,Jurídica,04640933000102
Representantes,0,,3002,3011503,Jurídica,42368660000170
ECONODATA,0,,1752,1629278,Jurídica,08871745000138
ECONODATA,0,,3761,2827244,Jurídica,28017032000119
Representantes,0,,3781,2795818,Jurídica,17381542000154
ERP,1,1.0,1187,844827,Jurídica,17688481000172
ECONODATA,0,,3761,2827331,Jurídica,36375834000129
ECONODATA,0,,3761,2853364,Jurídica,12360355000170
ECONODATA,0,,1752,1646776,Jurídica,04186171000108
ECONODATA,0,,1752,2423053,Jurídica,09237514000130
Prospecção Ativa- Vendas Internas,0,,3002,3309646,Jurídica,03871827000169
Indicação,0,,1328,2769719,Jurídica,30218720000199
ECONODATA,0,,1752,1646723,Jurídica,13135000000140
Indicação,0,,1527,2609795,Jurídica,19872711000184
ECONODATA,0,,1752,2423074,Jurídica,14905372000171
ERP,2,1.0,1187,843729,Jurídica,02326104000116
Indicação,0,,3781,2991219,Jurídica,18692633000173
Indicação,0,,1856,2221786,Jurídica,27438306000180
ECONODATA,0,,1752,2346677,Jurídica,24652735000168
Ações de Marketing (RD Station),0,,1189,2890157,Jurídica,31713018000164
ECONODATA,0,,1752,2423099,Jurídica,23695376000163
ECONODATA,0,,1752,1545825,Jurídica,16655646000147
ECONODATA,0,,1752,1643334,Jurídica,21304179000140
Prospecção Ativa,0,,2795,2942637,Jurídica,37288275000182
ECONODATA,0,,1752,2016972,Jurídica,22621563000130
Indicação,0,,3781,3015280,Jurídica,10532682000137
Ações de Marketing (Internet/Site),0,,1355,1810511,Jurídica,24615442000100
Indicação,0,,1328,2671990,Jurídica,
ECONODATA,0,,1752,2017043,Jurídica,95422218000140
ERP,1,1.0,1187,843919,Jurídica,13066046000155
ECONODATA,0,,1328,2719900,Jurídica,
Indicação,0,,3246,2995413,Jurídica,14038059000183
ERP,1,1.0,1187,901299,Jurídica,09432794000137
Representantes,0,,1331,3024715,Jurídica,02443321000196
ERP,1,1.0,1187,1975008,Jurídica,07229489000117
ERP,1,1.0,1187,1895128,Jurídica,23077915000109
Indicação,0,,1328,916565,Jurídica,05812088000160
ECONODATA,0,,3761,2827141,Jurídica,19994204000113
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1294739,Jurídica,55064562001677
ERP,1,1.0,1187,843844,Jurídica,43375930000132
ERP,1,1.0,1187,843168,Jurídica,00480882000130
ERP,0,,1187,844933,Jurídica,09911390000126
Indicação,0,,3938,2983229,Jurídica,01360222000188
ECONODATA,0,,3761,2815013,Jurídica,00589923000120
Ações de Marketing (Internet/Site),0,,1328,1184460,Jurídica,88166582000121
ECONODATA,0,,1752,1603491,Jurídica,34186645000182
Indicação,0,,1328,2681630,Jurídica,
Ligação / Visita Receptiva/ Cliente Contatou,0,,2795,2755502,Jurídica,88648761000103
Ações de Marketing (Internet/Site),0,,1527,1618447,Jurídica,82978008000191
ECONODATA,0,,1752,1601154,Jurídica,05971680000104
Representantes,0,,1216,2848372,Jurídica,04325987000175
Ações de Marketing (RD Station),0,,1189,2582421,Física,
Ações de Marketing (RD Station),0,,1189,2615065,Jurídica,31101648000188
ERP,1,1.0,1187,843626,Jurídica,13070207000184
ECONODATA,3,,1752,1652268,Jurídica,29818373000156
ERP,1,1.0,1187,844839,Jurídica,73498958000128
ERP,1,1.0,1187,844520,Jurídica,02018386000194
ECONODATA,0,,1752,2099876,Jurídica,38836797000134
ERP,1,1.0,1187,841252,Jurídica,47567797000177
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,1892210,Jurídica,23515749000177
Ações de Marketing (Internet/Site),0,,3002,3303217,Jurídica,29188960000109
Indicação,0,,1331,1874888,Jurídica,17305035000131
ECONODATA,0,,1752,2665115,Jurídica,07305272000149
ECONODATA,0,,1328,3016209,Jurídica,
ERP,1,1.0,1187,2582461,Jurídica,39262473000100
ERP,1,1.0,1187,843064,Jurídica,84683515004110
ERP,1,1.0,1187,2597984,Jurídica,18475469000142
ERP,1,1.0,1187,842068,Jurídica,02544522000180
Indicação,0,,2795,2446202,Jurídica,32525583000160
ERP,1,1.0,1187,842494,Jurídica,51281475000134
ERP,1,1.0,1187,841516,Jurídica,05861123000130
ECONODATA,0,,3938,2999762,Jurídica,38570938000110
ECONODATA,0,,1752,2606577,Jurídica,21681334000148
Prospecção Ativa- Vendas Internas,0,,3002,2870686,Jurídica,76709898000133
Indicação,0,,2795,2736378,Jurídica,96299219000293
Ações de Marketing (Internet/Site),0,,3002,3216629,Jurídica,44750479000159
Ligação / Visita Receptiva/ Cliente Contatou,0,,4198,3062425,Jurídica,32517037000188
ECONODATA,0,,3569,3075074,Jurídica,95827317000102
Ações de Marketing (Anuncios),0,,2795,3086922,Jurídica,
Ligação / Visita Receptiva/ Cliente Contatou,0,,2795,2958916,Jurídica,06986592000149
ERP,1,1.0,1187,845387,Jurídica,76840537000393
Indicação,0,,1718,2207466,Jurídica,60680873000114
ERP,1,1.0,1187,1999437,Jurídica,19624798000170
Ações de Marketing (Feira),0,,1328,906413,Jurídica,82096124000187
ECONODATA,0,,1186,1524155,Jurídica,17857113000100
Indicação,0,,1328,1414076,Jurídica,10797259000169
ECONODATA,0,,3781,2829973,Jurídica,09477963000155
ECONODATA,0,,1752,1646745,Jurídica,27415474000150
Ações de Marketing (Feira),0,,1718,1433563,Jurídica,28036585000119
Prospecção Ativa- Vendas Internas,0,,3002,2967524,Jurídica,33470463000176
Prospecção Ativa- Vendas Internas,0,,3002,3079099,Jurídica,87843900000189
Indicação,0,,1328,2641618,Jurídica,
ERP,1,1.0,1856,2644182,Jurídica,66471814000112
Ações de Marketing (Feira),0,,1718,1447671,Jurídica,58764556000134
ERP,1,1.0,1187,844325,Jurídica,91772343000120
ERP,1,1.0,1187,844781,Jurídica,89974174000169
Ações de Marketing (Feira),0,,1718,1428417,Jurídica,01635023000135
ERP,1,1.0,1187,845346,Jurídica,09138393000179
Representantes,0,,4312,3090319,Jurídica,19239558000152
ERP,1,1.0,1187,844657,Jurídica,07215271000103
ERP,1,1.0,1187,2759310,Jurídica,60882719000630
Indicação,0,,1350,1421393,Jurídica,04373936000119
ERP,1,1.0,1187,844874,Jurídica,92236629000153
Ligação / Visita Receptiva/ Cliente Contatou,0,0.0,1344,2500531,Jurídica,05768407000187
ECONODATA,0,,1186,1524151,Jurídica,13927662000153
ERP,0,,1187,1855380,Jurídica,12538332000103
ERP,5,,1187,844990,Jurídica,19266398000130
ECONODATA,0,,1752,1545892,Jurídica,17904395000150
ECONODATA,0,,3761,2853198,Jurídica,00523491000155
ERP,1,1.0,1187,3132125,Jurídica,13264054000106
ERP,1,1.0,1187,845345,Jurídica,07898993000100
ERP,0,,1187,841757,Jurídica,01327708000114
ERP,1,1.0,1187,844550,Jurídica,08763029000137
Ações de Marketing (Internet/Site),0,,1527,2179124,Jurídica,78977451000170
Indicação,0,,2795,2645906,Jurídica,92176999000142
ECONODATA,0,,1752,2606706,Jurídica,35072717000123
ECONODATA,0,,1752,2423060,Jurídica,10969117000131
Indicação,0,,1328,2734086,Jurídica,
ECONODATA,0,,1752,1534755,Jurídica,16992614000137
ECONODATA,0,,1752,1601147,Jurídica,05258697000119
Indicação,0,,1527,3096388,Jurídica,01669833000102
ECONODATA,0,,1752,2606401,Jurídica,03315665000182
ERP,1,1.0,1187,844853,Jurídica,11909242000119
Ações de Marketing (Internet/Site),5,,1225,1433505,Jurídica,06923385000145
ERP,0,,1187,845631,Jurídica,46839106000184
ERP,1,1.0,1331,2589620,Jurídica,79906426000169
ERP,1,1.0,1187,844778,Jurídica,06211688000135
ECONODATA,0,,1752,1646779,Jurídica,06921481000154
Indicação,0,,1331,2125814,Jurídica,
Ações de Marketing (Feira),0,,1718,1428388,Jurídica,21737951000118
ERP,1,1.0,1187,842104,Jurídica,92794437000243
ERP,1,1.0,1187,1231830,Jurídica,87888772000190
Ligação / Visita Receptiva/ Cliente Contatou,0,,1856,2526208,Jurídica,04585918000109
Prospecção Ativa- Vendas Internas,0,,2795,2624079,Jurídica,02170533000147
Representantes,0,,1344,3059325,Jurídica,07277951000151
Representantes,0,,1226,3126010,Jurídica,18563567000131
Prospecção Ativa- Vendas Internas,0,,3937,2958139,Jurídica,02647573000137
ERP,1,1.0,1187,845330,Jurídica,78254489000115
Prospecção Ativa- Vendas Internas,0,,3002,2821548,Jurídica,05164380000113
ECONODATA,0,,1752,1643278,Jurídica,05528325000165
ECONODATA,0,,1752,1872607,Jurídica,17659174000163
ECONODATA,0,,1752,1945473,Jurídica,48610521000197
Ligação / Visita Receptiva/ Cliente Contatou,0,,3002,3132240,Jurídica,26527463000108
ECONODATA,0,,1752,1601210,Jurídica,27228460000128
Indicação,0,,1328,2591207,Jurídica,
ECONODATA,0,,1241,2618764,Jurídica,39542721000169
Indicação,0,,1718,2859713,Jurídica,33256733000140
ERP,1,1.0,1187,845160,Jurídica,09176237000100
ECONODATA,0,,1752,1665184,Jurídica,54313879000150
ECONODATA,0,,1752,1534579,Jurídica,05619982000118
Indicação,0,,1328,922913,Jurídica,17658820000178
Ações de Marketing (Feira),0,,1718,1429128,Jurídica,05525549000113
ECONODATA,0,,1752,1656563,Jurídica,14965212000118
Indicação,0,,1331,2618952,Jurídica,02209447000109
ECONODATA,0,,1328,3022624,Jurídica,
Indicação,0,,1328,2902567,Jurídica,
ECONODATA,0,,1752,2346675,Jurídica,24562090000172
ECONODATA,0,,1328,2773855,Jurídica,
Indicação,0,,1328,2583855,Jurídica,31081161000180
Indicação,0,,1328,2566401,Jurídica,
ERP,1,1.0,1187,2555987,Jurídica,30924858000103
Prospecção Ativa- Vendas Internas,0,,1189,2824241,Jurídica,01636173000163
Indicação,0,,1328,2814024,Jurídica,
Prospecção Ativa- Vendas Internas,0,,3002,3097892,Jurídica,02764049000146
Indicação,0,,1718,3069188,Jurídica,07202896000130
ECONODATA,0,,3761,2945223,Jurídica,21677849000174
ECONODATA,0,,1752,1603650,Jurídica,24497097000158
Indicação,0,,1350,2952968,Jurídica,31116239000155
ECONODATA,0,,3761,3244402,Jurídica,10571612000198
Ações de Marketing (Feira),0,,3002,3214211,Jurídica,09427502000178
ECONODATA,0,,1328,3072216,Jurídica,
ERP,1,1.0,1187,841957,Jurídica,01889774000188
ECONODATA,0,,1752,2154919,Jurídica,95129698000156
Ligação / Visita Receptiva/ Cliente Contatou,0,,2795,2777136,Jurídica,00660631000137
Ações de Marketing (RD Station),0,,1856,2697051,Jurídica,39902989000164
ECONODATA,0,,1752,2606522,Jurídica,14200999000127
ECONODATA,0,,1752,1872699,Jurídica,01969307000168
ERP,1,1.0,1187,842032,Jurídica,04816144000171
ECONODATA,0,,1752,1643347,Jurídica,23617002000120
ERP,1,1.0,1187,3070430,Jurídica,24258034000149
Indicação,0,,1328,1258563,Jurídica,00070445000148
Ações de Marketing (Internet/Site),0,,1225,1432691,Jurídica,03603463000136
ERP,1,1.0,1187,842520,Jurídica,10536707000170
ECONODATA,0,,1752,1524577,Jurídica,04203123000180
ERP,1,1.0,1187,3170909,Jurídica,34424006000108
Indicação,0,,1328,1308916,Jurídica,50770445000129
ECONODATA,0,,1752,1617614,Filial,04241156000115
Ligação / Visita Receptiva/ Cliente Contatou,0,,3569,3186037,Jurídica,40264935000108
Indicação,0,,1328,2679606,Jurídica,
ERP,1,1.0,1187,844627,Jurídica,11130998000165
ECONODATA,0,,1752,2606499,Jurídica,11687690000115
ERP,1,1.0,1187,845015,Jurídica,05067164000150
ECONODATA,0,,1752,2154849,Jurídica,05397529000104
Prospecção Ativa- Vendas Internas,0,,3002,3075234,Jurídica,02235994000312
ECONODATA,0,,1752,2346685,Jurídica,26615829000192
Indicação,0,,1350,1413652,Jurídica,44462455000102
ECONODATA,0,,3761,2853642,Jurídica,86637105000171
Ações de Marketing (Internet/Site),0,,1527,1619453,Jurídica,85139558000105
Ações de Marketing (Feira),0,,1718,1428393,Jurídica,85783272000168
Prospecção Ativa,0,,3569,2889361,Jurídica,42619032000110
ECONODATA,0,,1752,2423142,Jurídica,37656830000181
Ações de Marketing (Feira),0,,1718,1435234,Jurídica,72368905000120
Ações de Marketing (Internet/Site),0,,1225,1434304,Jurídica,30615328000183
ECONODATA,0,,3781,2772302,Jurídica,29814867000162
ECONODATA,0,,1752,1629290,Jurídica,11916969000123
Indicação,0,,2795,3173564,Jurídica,10801224000156
ECONODATA,0,,3761,2946064,Jurídica,01584149000128
ECONODATA,0,,1752,2664682,Jurídica,01804872000175
Ações de Marketing (Internet/Site),5,,1225,917847,Jurídica,04703986000117
ERP,1,1.0,1187,844598,Jurídica,13289402000108
ERP,1,1.0,1187,2903094,Jurídica,42518897000190
ERP,1,1.0,1187,3190023,Jurídica,05502507000248
Representantes,0,,4312,3200981,Jurídica,15007177000197
ECONODATA,0,,1752,2154912,Jurídica,88617329000228
Prospecção Ativa- Vendas Internas,0,,3002,3189887,Jurídica,28883234000143
Indicação,0,,1718,2660661,Jurídica,23860334000130
Ações de Marketing (RD Station),0,,1189,2741530,Jurídica,23026369000179
ECONODATA,0,,1328,2995211,Jurídica,13444132000154
Indicação,0,,1328,2586650,Jurídica,
ECONODATA,0,,1752,1646802,Jurídica,84683515000123
Indicação,0,,1328,2958159,Jurídica,
Indicação,0,,3569,2794699,Jurídica,
Ações de Marketing (Feira),0,,3002,3185453,Jurídica,17469701010644
ECONODATA,0,,3761,2827114,Jurídica,14461893000187
ECONODATA,0,,3761,3003391,Jurídica,14491224000158
Ligação / Visita Receptiva/ Cliente Contatou,0,,1527,3193445,Jurídica,05010496000106
ERP,1,1.0,1187,841365,Jurídica,05885756000189
ECONODATA,0,,3761,3004474,Jurídica,42676848000185
Prospecção Ativa- Vendas Internas,0,,3002,2691099,Jurídica,04409720000166
ECONODATA,0,,3569,3074735,Jurídica,00699468000116
Indicação,0,,3937,3152855,Jurídica,
Ações de Marketing (Feira),0,,3002,3211229,Jurídica,14068887000164
Ações de Marketing (Feira),0,,3002,3219690,Jurídica,19785046000191
ECONODATA,0,,3761,2946002,Jurídica,05144376000193
Indicação,0,,2795,2965986,Jurídica,34389803000100
Indicação,0,,1328,2639783,Jurídica,
Ações de Marketing (Internet/Site),0,,1331,3068860,Jurídica,07887324000132
Ações de Marketing (Internet/Site),0,,1331,1528313,Jurídica,
Ações de Marketing (Internet/Site),0,,3002,3154476,Jurídica,44179715000129
ERP,0,,1187,842345,Jurídica,00661635000130
Indicação,0,,1328,917655,Jurídica,05198087000177
ERP,1,1.0,1187,845469,Jurídica,19820579000167
ERP,1,1.0,1187,2879944,Jurídica,39961493000161
Ações de Marketing (Feira),0,,3002,3218243,Jurídica,40282856000111
ERP,1,1.0,1187,843742,Jurídica,80457518000198
Ações de Marketing (Feira),0,,3002,3186229,Jurídica,20718935000115
Indicação,0,,1328,2583596,Jurídica,
Prospecção Ativa,0,,3002,2828066,Jurídica,04661592000143
ECONODATA,0,,1752,2536360,Jurídica,18814721000109
ECONODATA,0,,1752,1534567,Jurídica,04690493000190
